Texto;Etiquetado
Bien x mi Vallejo vamos x mas logros;Positivo
Por fin 👏👏;Positivo
@claudiasof18 obvio 😊 cuando somos?;Positivo
@nicolerg23 miamor el sabado te veo si 💕😊y somos;Positivo
@nicolerg23  nena tenemos que festejar orgullo vallejiano 😂😊para cuando la g;Positivo
��👏👏👏👏👏👏;Positivo
��;Positivo
❤️😮;Positivo
��👏👏👏;Positivo
Hoy se celebra en el campus lima norte ✨💃;Positivo
Ahora por el licenciamiento,me supongo que bajaran la mensualidad? :3;Positivo
Pura calidad...orgullosa siempre🤗;Positivo
Bravo🤗;Positivo
Orgullosa de ser Vallejiana💕💎;Positivo
Felicidades a la UCV🎉🎉🎉🎉🎉🎉;Positivo
Felicidades!!! A todos, que este merecido reconocimiento nos motive a seguir trabajando con mucha mas fuerza aun. A dar lo mejor de nosotros cada dia, porque la mejor manera de celebrar es siendo los mejores en todo lo que hacemos siempre!!!;Positivo
Se bebe entonces @bohemioslicoreria;Neutro
Que bueno a ver si se apuran en dar los carnets tbn porque se hace un mundo en entregarlos!;Negativo
UCV  Estas en fabrica de sueño.😅😅;Negativo
Felicitaciones UCV;Positivo
❤️❤️❤️❤️❤️🤗;Positivo
Un logro mas 💪😌♥️💙;Positivo
��;Positivo
Thats Great! I love UCV ❤️;Positivo
❤️ucv felicitaciones;Positivo
Un logro  mas  vallejinos. Felicidades;Positivo
A celebraar !!! Vaallejianos de ❤️ :) 👍😇;Positivo
❤️;Positivo
Que bueno;Positivo
��🎉🌟😊;Positivo
Orgullosa de estudiar aqui;Positivo
��👏👏👏;Positivo
��👏👊👌;Positivo
Wuuuuuuuuuuu 🤗🎓 Felicidades vallejito, todo esfuerzo tiene su recompensa.;Positivo
��💙❤️;Positivo
Una gran noticia ❤️😭💕;Positivo
@mariana.ar25 @arancha1008 @jorgeramal13;Neutro
Donde Quieras;Neutro
Ya toca;Positivo
Para cuando la fiesta😆 a Celebrar;Positivo
@adairalda @carbajaldeza 😍💕;Positivo
@adairalda @carbajaldeza 😍💕;Positivo
��👏👏👏;Positivo
AL FIN !!! 👏👏👏👏👏👏👏👏🙌;Positivo
@roserojasg Felicitaciones chica!! 🎈🎈;Positivo
@rgrosaa_;Neutro
Que orgullo haber pertenecido a esta casa de estudios filial Chiclayo, doy fe de la excelente calidad de enseñanza y me quito el sombrero ante el trabajo realizado. Muchas felicidades por este exito @ucv_peru ... sigamos adelante 👏👏;Positivo
Cuando la celebracion 🥳👏🏼👏🏼;Positivo
@ucv_peru esto es Fabrica de Sueños?;Negativo
Felicidades UCV 🍾🥂;Positivo
Ya era hora , felicidades !;Positivo
��👏👏;Positivo
��👏👏;Positivo
@gladys_ayala1709 finalmente amiga...😍😍😍😍;Positivo
Excelente noticias 👏 que sigan los exitos 😃🇵🇪;Positivo
Quiero sentirme orgullosa de mi casa de estudios 💪 toda mi vida;Positivo
Me gusto el logo....con rostro humano¡;Positivo
#ucvmoyobamba;Neutro
��;Positivo
Arriba @ucv_peru  bravo. Me siento orgulloso de pertenecer a esta casa de estudios, a por mas.;Positivo
Podria indicarnos cuales son ?;Positivo
Wuuuuuuuuuuuuuu🙌🙌🙌🤗🇵🇪;Positivo
Orgullosa de ser vallejiana❤️;Positivo
��🙌🙌🙌🙌🙌🙌;Positivo
Muchas felicidades 👏👏;Positivo
��🙌🙌🙌 LA UCV ES LA UCV xd ⭐🙌😂;Positivo
Muy contenta de ser vallejiana😘🙌;Positivo
��;Positivo
��👏👏;Positivo
@dianaramirezaguilar 👏;Positivo
ORGULLOSA de ser parte de una GRAN UNIVERSIDAD❤;Positivo
Ucv 💓💕;Positivo
��;Positivo
��👏👏👏;Positivo
@soledad.ferrer.370 👏;Positivo
��👏👏Feliz de ser parte de esta casa de estudios, muchas felicidades a todos los directivos, maestros, trabajadores y alumnos. El licenciamiento es gracias a todos. Bendiciones;Positivo
Por fin ❤️;Positivo
��🏼👏🏼;Positivo
@juneth_espejo 👏;Positivo
Me encuentro muy feliz por apostar mis estudios en la UCV y  que a pesar de las criticas que llovian de mala fe al fin salio oficialmente el otorgamiento de parte de la SUNEDU el licenciamiento institucional a la UCV 👏determina si las universidades cumplen con las Condiciones Basicas de Calidad (CBC) para poder operar.;Positivo
Aplauso de Pie. Orgullosos de pertenecer a esta gran familia Vallejiana👏👏👏;Positivo
��👏👏👏😂😍😂;Positivo
Siiiiiiiiiiiiii💜💜💜💜😘😘😘😘;Positivo
Merito a una buena gestion, 👏👏👏👏;Positivo
FELICIDADES 💞🤗😁👉👈;Positivo
Felicidades!!! A todos, que este merecido reconocimiento nos motive a seguir trabajando con mucha mas fuerza aun. A dar lo mejor de nosotros cada dia, porque la mejor manera de celebrar es siendo los mejores en todo lo que hacemos siempre!!!;Positivo
Si se pudoooooo señores 👐👐👐;Positivo
Al fin 🙌;Positivo
@carolinetorressanchez @willian_khriz @danesto19;Neutro
♥️♥️♥️♥️♥️❤️❤️;Positivo
��👏👏;Positivo
Y era hora ❤️;Positivo
Feliz y orgullosa de mi Universidad;Positivo
FELICITACIONES... ASEGUIR CRECIENDOOO...;Positivo
��🎉🎉🎉🙌;Positivo
��;Positivo
��👏👏❤️❤️;Positivo
��😂😂;Positivo
Bravo UCV, la competencia sufre al ver que estas dentro de las mejores 🔥👏👏;Positivo
��;Positivo
Pabellon B los muebles y la biblioteca ..😢😢😢;Positivo
Biblioteca❤️;Positivo
Pabellon E y piso 12😞;Positivo
Sede piura necesita arreglos, el camino para el pabellon de medicina esta dañado.;Negativo
el 12vo piso..jajajaja !! Èse era el point !!✌😃😋;Positivo
@nicolle_quezada18 espero con ansias ese momento 💕;Positivo
@nicolle_quezada18 mega si😍;Positivo
@nicolle_quezada18 las extraño 😢❤️❤️;Positivo
@pameee_61824  @encalada_monica @michelle.celi_ @alexandravalladolidparedes @romina5661  Somos😍;Neutro
La biblioteca;Positivo
Los muebles, la rueda que es la mesita que esta en la foto, el parque que esta en la entrada y las escaleras de interiores 🥺, se pasaba muy bonito ahi con los amigos 🥺 UCV🥺❤️;Positivo
@jeinerdantevasquez mira pinkysini esta vacan la Ucv 😀;Positivo
Ponga esas mesas en el campus de Trujillo.... Extraño el pabellon C y las areas verdes;Negativo
Cambien los sillones por unos nuevos , todos los resortes se siente;Negativo
Imposible hasta diciembre la pandemia es peligrosa;Neutro
@nancyyzaguirre :(;Neutro
@marlonruiz_mel :c;Neutro
Espero ya hayan arreglado el exagono para sentarse;Negativo
Espero ya hayan arreglado el exagono para sentarse;Negativo
�� extraño la U;Positivo
Ya quiero estar ahi de nuevo 😭;Positivo
@brendapaolaev siii, extraño mucho la u😭😭;Positivo
@niki.ar5 @rox1840  la cafeteria 🤭;Positivo
Deberian poner en la filial piura tambien;Negativo
Cafetin y pabellon C☹️;Positivo
@ingrid_uwu_ uwu ❤️❤️❤️;Positivo
Los sillones para mimir un ratito xd @joseph_19_03;Positivo
La biblioteca;Positivo
Pabellon B los sillones grandes para reunirnos con la cupula.;Positivo
El pabellon E🔥;Positivo
Los jueguitos de mesa y basket 🔥;Positivo
��;Neutro
Pongan esa mesita en la sede Ate por favor;Negativo
Ya los areglaron? 👏😂;Positivo
Extraño los sillones del primer piso y los bancos frente al magnus, Lima Norte 😭😭😭😭😭;Positivo
El cafetin xd;Positivo
Pongan algo en Piura hace un calor atroz y demasiada tierra;Negativo
@sthefanypau 😢😍 justo este ciclo 🥺🥺🥺;Positivo
@cyachasc  @jmartinezc02  detras de la biblioteca 😂;Neutro
Pongan mas cojines pues:( luego de una amanecida son buenazos para dormir;Negativo
��💔;Positivo
@ahiezerjulca  ese lugar siempre fue especial. 🥺;Positivo
Extraño la sala de serigrafia, el expresarte y mi pabellon B 😥;Positivo
El ascensor y el comedor.;Positivo
PISO 13!;Positivo
��🤣🤣;Positivo
La biblioteca 😍😢;Positivo
La escalera de emergencia khooo😂;Positivo
@belenramos0411 a tragar y cagarnos de risa ☹️;Positivo
@fernandogonzalesbenites jajajaja oe tal cual;Neutro
@fernandogonzalesbenites cuando ibamos a la mesita en el break :(;Positivo
Laboratorios 🤩;Positivo
@marypancorbo  los sillones para dormir🙊;Positivo
Las bancas rojas😢;Positivo
@bettyelizabethgarci  @f.narvaez_vasquez_  @balvinhuamani 😭😭;Neutro
Solo en Lima pasa eso porque en Piura es casi nulo lo que se destaca 🤦‍♂️;Negativo
@cat_peve ¡Hola! ¿En que campus estudiaste?;Positivo
@ucv_peru Lima Norte;Neutro
@cat_peve ¡Hola! Te invitamos a contactar al telefono que hemos puesto a tu disposicion para cualquier consulta: 997462337 o al correo kchunqueo@ucv.edu.pe ¡Saludos! -);Neutro
Yo solo quiero mi titulo que por su culpa estoy perdiendo oportunidades de trabajo a quien le interesa el lugar favorito, se pasan en serio estoy esperando demasiado tiempo;Negativo
La biblioteca 😅;Positivo
@alebazan2021 ay shi baby!! 😂❤️;Positivo
@josemarialtc la explanadaaa 😂🐽❤️;Positivo
Ojala en UCV Piura coloquen algo parecido, asi como el termino del ascensor;Negativo
@b_sudestada lloremos...;Positivo
Extraño la Ucv como quiero que vuelva hacer como antes 😭😢;Positivo
El techo de la u 😂🤘;Positivo
La biblioteca :(;Positivo
@alvaro_giovanni21 ❤️❤️❤️;Positivo
@karla_r.llamosa  amor❤️😍;Positivo
@luci_mirror 👍👍 ☹;Positivo
El pabellon B, donde estaban los sillones y las mesas, el espacio donde estaban las mesitas de madera y la pileta de agua y las plantas, asi tambien la sala de simulacion de audiencias 💖💕💞 y el comedor. Extraño mucho ir a estudiar a la UCV 😭;Positivo
��😂;Positivo
Pongan eso en sede chimbote, nos queda chico el.campus;Negativo
La explanada ...@ucvtrujilloperu;Neutro
El piso 12 la biblioteca y los sillones 😍;Positivo
Hace 3 años que egrese, veo que ha cambiado mucho y para mejor. Momentos inolvidables de mi querida alma Mater !!!;Positivo
El pabellon b👌;Positivo
@laderaroman Siii 😭 ^ extraño como cuando todos tratamos de llegar rapido para conseguir los cojines 😓😂;Positivo
@cielodelac pabellon A y B 🤣🤣🤣;Positivo
Frutix de hecho!!!❤️;Positivo
La señora del caldito en la filial #callao @fg_callao;Neutro
❤️ yo tambien los extraños !!;Positivo
@jheral_z_s jajajajaja el que estaba roto tambien):;Neutro
@gabriela__roman  te acuerdas ?;Positivo
Alfin lo arreglaron;Negativo
@mace135 😢😢😢 como extraño esos momentos;Positivo
La explanada @manuelespinozareyes 😢;Positivo
La pileta del pabellon E donde nos reuniamos en el break con los amigos o las salidas 😢😢💜;Positivo
��;Neutro
Mi espacio favorito eran los muebles que estan cerca al asensor;Positivo
Que hermoso😍👏👏👏;Positivo
Estaria muy bueno que lo implementen en lima, lo hagan tambien en todas las sedes👏🏼;Negativo
@nayeliamaro.24 cuando noa sentabamos a comer❤️🙁te extraño!!;Positivo
Espero que cuando vuelva a la u hayan arreglado esas  3 casitas con mesas y asientos de madera porfis;Negativo
Aqui en la UCV conoci al amor de mi vida @enriqueandree hace mas de 5 años. ❤️ Hoy es nuestro ultimo año de la carrera de Derecho, hubiera sido lindo terminarla presencialmente en la U.;Positivo
Sede Piura cuando? 🙄;Negativo
Consulta, para los que egresados el año pasado porque han omitido varios de los requisitos como bachiller? Que suceden con los demas requisitos que solicitaron y pagamos?;Negativo
Sus caminos, su vibra boni🤧✨;Positivo
@gilalozano en la de Sede de Piura tambien ):;Negativo
Pongan esas mesitas en sede trujillooo plsss 😍😍😍;Positivo
El pabellon C 😥;Positivo
Al pastoo❤️❤️;Positivo
El pabellon B y las areas verdes 😢;Positivo
@fiorellajimenez24 el suelo, mi fiel compañero;Neutro
@jumiec  pabellon B por siempre “en el suelo”🥺;Neutro
��;Positivo
En Trujillo tambien deberia de haber un lugar con mesas y sillas donde poder ir a estudiar;Negativo
@blessthisprofile 💕😢😢😢 BEIBEEE CON TODOOOO;Positivo
"@blessthisprofile obvioo compa ""v";Positivo
@musicdraw2993 @dayiifaller._.05 @paranoiac.zzz @fernandojsg09 😂 nos vemos el proximo año.;Neutro
jajajaja solo tres mesas para los miles de estudiantes que estan en la sede lima norte;Negativo
Seria bueno que tambien lo implementarian en @ucv_piura 🙌;Negativo
En la sede Piura, que es un campus enorme, deberian ambiertalo de esa manera;Negativo
El tambo 🥺;Neutro
Lo q extraño es el pabellon A y B  y los laboratorios y la sala de ping pong y el basquet ✨✨ caray  ya quiero regresar y estar con los amigos de la facultad 💪🏻💪🏻;Positivo
El pabellon E;Neutro
pabellon B 🤞;Positivo
Supongo que el año que viene estaria disponible las clases normales;Neutro
Pongan esas mesitas en todas las sedes plsss 😍💗;Positivo
El Piso 12 🔥;Positivo
Los laboratorios... aprendi mucho alli m.m0😘😘😍😍😍;Positivo
@renato_suarez exacto ✌️;Positivo
En los sillones y esperemos que lo hayan limpiado;Negativo
Seria genial que en la UCV Trujillo hubieran espacios naturales, solo tenemos una explanada donde ir a estudiar y es cesped sintetico...;Negativo
En el piso 12 lo era todo 😁🤙🏻;Positivo
El 7mo piso;Positivo
@nayeli_rs.21  @vale_ysortiz  los laboratorios de enfermeria😢❤️;Positivo
�� Mi ultimo año;Neutro
@samanttha.16 esos tiempos bb 🥰🥰🥰❤️❤️;Positivo
Ese espacio era lindooo, recuerdas @rox_jac 💕;Positivo
@bianca.027 claro que sii💛;Positivo
@carmenrhe15 al octavo piso;Neutro
��😍😍😍😍;Positivo
Tiempos aquellos;Positivo
Esperamos volver pronto 😔😔🙏;Positivo
Pronto🇵🇪;Positivo
@brenddayparraguirre extrañamos* 😢;Positivo
@isabelsernaque yo se que tu extrañas 😔;Positivo
https://www.facebook.com/groups/1064379427320356/permalink/1064392643985701/;Neutro
Asuuuuu q tiempos 😢😢😢;Positivo
Extraño mi universidad :(;Positivo
��😍Los extraño🥺;Positivo
��;Neutro
��😢😢;Neutro
��;Positivo
��🙁🙁🙁🙁;Neutro
��😍;Positivo
Si;Positivo
:(;Neutro
@naydelynguevara alaa :( extrañoo tantoo eso;Positivo
@naydelynguevara se extraña ❤️;Positivo
@aida.cano680 @janinapaola25 las mañanaaaaaas;Neutro
@medalic_01.hg sin wbds tmr 😢;Neutro
@heidy_sagitario12 @yerson_zavaletadj 😥😥;Neutro
Precioso💕;Positivo
��;Neutro
��;Neutro
Que hermosa mi Vallejo;Positivo
Mi Vallejo queridoo;Positivo
��✨;Positivo
��😌;Positivo
Demasiado😣💔💔;Positivo
Tienen una sede en ESTADOS UNIDOS es cierto ??;Positivo
Que bello🥰;Positivo
Nos encontramos el 2021- II @ucv_peru;Positivo
��😍❤️💙;Positivo
Como los extraño 🤣😞;Positivo
Este 2021 con todo a clases presenciales, a la m... La plandemia del bicho.;Positivo
��😘👏;Positivo
��❤️😍❤️😍❤️😍;Positivo
Hermoso atardecer 🙌;Positivo
Y las clases comenzaran en formato semipresencial, para el uso urgente de laboratorios en carreras que lo necesitan?;Positivo
Todo lo que nos perdemos los recien ingresantes 🥺;Neutro
F por lo cachimbos 😢😂;Neutro
Las clases volveran el proximo año ☹;Positivo
Ohhhh Campus Chiclayo ❤️;Positivo
Como se extraña estos eventos donde podiamos conocernos con las demas escuelas. 😢;Positivo
Claro que si 😍😢 ay como extraño eso, las olimpiadas los congresos, los concursos como extraño todo eso 😍😢;Positivo
��;Neutro
��😢😢😢;Neutro
Tmrrr😢😢😢😢;Positivo
:c;Neutro
Si 😢;Positivo
Porque me ponen esto 😭;Positivo
��😢;Neutro
Como se extraña todo 😢;Positivo
Siiii ganamos 🔥;Positivo
Y civil?;Positivo
Turismo voley mixto ❤️;Neutro
La UCV haciendo publicidad al morado😂;Neutro
Cuando se abre la carrera de derecho? O una maestria en administracion empresarial?;Positivo
��;Neutro
��🇵🇪👍🤗💪✌️;Positivo
@aracelyfiestas.14 yo quiero que seamos bailarinas;Positivo
@jashira.zena nos perdemos de mucho ):;Negativo
@keykobenita_aa ahi con la @gabriela_rodriguezv8  y la hacemos jajajaj;Neutro
@aracelyfiestas.14 JAJAJAJJA si somos 🤣;Positivo
@aracelyfiestas.14 siiiiiiii quierooooo😍;Positivo
@gabriela_rodriguezv8 , @jashira.zena , @keykobenita_aa  nosotras en un 2025 jajajajajaj ):;Positivo
@josechaparro.z en paseos vergonzoso xd;Positivo
@ashly.rosales_16 recuerdas quien nos obligo a que formemos parte de la barra de sistemas? xd;Positivo
@karlacortesmenacho se extraña demasiado, sobre todo el convivir con nuestros amigos 🤧;Positivo
@yefer_mf  recuerdas 😢;Positivo
@andreadpontte;Neutro
F por nosotros @kathvvv24 @erika_castrejon26  @denisseelisabethcorreaalvarado  lo que nos perdimos;Positivo
@abarrantessl te acuerdas 😢;Positivo
@jheanfrancogalindo 🥳🥳🤗🤗;Positivo
@luis_danieloficial, estamos seguros que con esfuerzo y dedicacion cumpliras tus objetivos. 🙌;Positivo
Estamos empezando 💪💪💪💪💪💪💪;Positivo
@tania.huerta16, ¡Lo lograras! 😉💯🎓;Positivo
Si ya empezamos🔥🔥👏;Positivo
Me conmovieron las fotos, muy bello ❤️;Positivo
@kbeatriz14 pongan fecha @kiaramatost pisada habla!!;Neutro
